Year,Month,Day,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Anomaly Scores,Alerts,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,States,Proxy Information,Firewall Logs,IPS Alerts,Log Source,Source IP Address,Destination IP Address
2021,August,17,26416,37125,ICMP,788,Data,FTP,IoC Detected,20.64,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Trisha Bhattacharyya,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/34.0.840.0 Safari/531.0",Segment B,Mizoram,213.222.63.194,Unknown,Alert Data,Server,220.153.30.95,207.94.176.169
2020,July,26,19227,7900,ICMP,1342,Data,HTTP,IoC Detected,80.08,Unknown,Malware,Known Pattern B,Logged,High,Advika Deol,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/4.0),Segment B,Maharashtra,Unknown,Log Data,Unknown,Firewall,197.233.251.39,84.235.40.189
2023,February,10,57484,45685,TCP,503,Data,HTTP,Unknown,84.39,Unknown,Intrusion,Known Pattern B,Logged,Low,Yasmin Gill,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/534.34.5 (KHTML, like Gecko) Version/5.0.4 Safari/534.34.5",Segment C,Tamil Nadu,Unknown,Log Data,Unknown,Server,28.51.81.5,194.142.205.122
2021,March,16,48620,11972,TCP,92,Data,FTP,Unknown,47.66,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Khushi Chander,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),Segment C,Haryana,22.246.126.245,Log Data,Unknown,Firewall,13.66.104.42,6.52.45.34
2021,March,14,1309,33401,UDP,250,Control,FTP,IoC Detected,17.98,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Mamooty Kibe,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/5.1),Segment C,Tripura,138.31.129.23,Log Data,Unknown,Server,155.70.26.79,174.51.145.173
2020,May,24,27458,52717,TCP,1193,Data,HTTP,Unknown,83.02,Unknown,Intrusion,Known Pattern A,Ignored,Medium,Indrajit Singh,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/535.50.6 (KHTML, like Gecko) Version/5.0.2 Safari/535.50.6",Segment A,Jharkhand,143.10.185.176,Unknown,Unknown,Firewall,65.59.239.215,51.73.115.211
2022,August,5,15669,36299,TCP,1435,Control,DNS,Unknown,24.89,Alert Triggered,DDoS,Known Pattern A,Ignored,High,Alisha Rajan,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/46.0.846.0 Mobile/95O404 Safari/534.0",Segment A,Uttar Pradesh,Unknown,Unknown,Unknown,Server,186.122.107.101,99.106.84.152
2023,September,12,12109,22915,UDP,88,Control,DNS,Unknown,13.84,Unknown,Malware,Known Pattern A,Logged,High,Priyansh Gokhale,Opera/9.69.(X11; Linux x86_64; gez-ER) Presto/2.9.181 Version/11.00,Segment B,Uttarakhand,Unknown,Unknown,Alert Data,Server,193.142.175.128,60.64.160.239
2020,August,9,34306,60569,TCP,975,Data,DNS,Unknown,80.17,Unknown,Malware,Known Pattern A,Blocked,High,Tanya Rajan,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/533.38.1 (KHTML, like Gecko) Version/4.0 Safari/533.38.1",Segment A,Manipur,Unknown,Unknown,Alert Data,Server,215.122.88.190,153.139.224.34
2022,February,23,27283,16593,UDP,992,Data,HTTP,IoC Detected,48.9,Unknown,DDoS,Known Pattern B,Blocked,Low,Mamooty Varkey,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_9) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/52.0.854.0 Safari/531.2",Segment B,Arunachal Pradesh,Unknown,Unknown,Unknown,Server,27.169.147.166,5.2.225.149
2022,December,5,54484,31019,UDP,454,Data,HTTP,Unknown,70.4,Unknown,DDoS,Known Pattern B,Blocked,High,Prisha Sharaf,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.1),Segment B,Gujarat,Unknown,Unknown,Alert Data,Server,130.181.86.38,200.139.187.115
2021,October,28,37188,46032,TCP,1463,Control,DNS,IoC Detected,35.89,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Indranil Kala,"Mozilla/5.0 (Linux; Android 9) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/52.0.895.0 Safari/533.1",Segment A,Haryana,14.239.187.9,Unknown,Alert Data,Firewall,140.235.119.83,198.144.193.117
2021,June,12,57872,25337,ICMP,804,Data,DNS,IoC Detected,37.0,Unknown,Malware,Known Pattern B,Blocked,High,Keya Dugal,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_1 rv:3.0; hne-IN) AppleWebKit/533.29.7 (KHTML, like Gecko) Version/5.0.3 Safari/533.29.7",Segment C,Haryana,27.213.129.116,Unknown,Alert Data,Firewall,186.203.94.12,221.149.255.255
2020,July,12,35110,34113,TCP,864,Control,DNS,Unknown,46.12,Unknown,Intrusion,Known Pattern A,Ignored,High,Shayak Dora,Opera/9.27.(X11; Linux i686; shs-CA) Presto/2.9.178 Version/11.00,Segment B,Bihar,Unknown,Unknown,Unknown,Server,67.207.200.121,76.97.58.196
2021,February,2,15862,49625,TCP,502,Control,DNS,Unknown,60.1,Unknown,DDoS,Known Pattern B,Logged,Medium,Hrishita Sarraf,"Mozilla/5.0 (Linux; Android 2.3.6) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/43.0.805.0 Safari/536.2",Segment A,Madhya Pradesh,Unknown,Unknown,Unknown,Firewall,179.197.214.199,135.63.25.217
2023,October,6,33406,49488,TCP,388,Control,HTTP,IoC Detected,29.79,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Zoya Wason,Mozilla/5.0 (Android 2.3.7; Mobile; rv:33.0) Gecko/33.0 Firefox/33.0,Segment C,Madhya Pradesh,Unknown,Log Data,Alert Data,Firewall,123.222.135.68,58.175.184.47
2020,January,15,33046,48261,UDP,717,Data,FTP,IoC Detected,74.17,Unknown,Malware,Known Pattern B,Blocked,High,Adah Kala,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_2) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/37.0.860.0 Safari/531.1",Segment B,Kerala,74.115.2.97,Log Data,Unknown,Server,101.106.61.170,106.112.174.80
2021,May,10,11309,46161,TCP,1334,Control,DNS,IoC Detected,39.02,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Bhavin Iyengar,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_3) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/56.0.821.0 Safari/536.0",Segment C,Kerala,202.37.79.127,Log Data,Unknown,Firewall,58.65.5.5,56.193.234.159
2021,March,29,3372,5080,ICMP,357,Data,DNS,IoC Detected,30.94,Unknown,Intrusion,Known Pattern A,Blocked,Low,Aaryahi Dubey,Opera/9.97.(X11; Linux x86_64; nds-DE) Presto/2.9.178 Version/12.00,Segment B,Telangana,Unknown,Unknown,Unknown,Firewall,65.111.136.108,121.97.130.31
2021,February,7,25395,32903,UDP,119,Control,HTTP,IoC Detected,60.34,Unknown,DDoS,Known Pattern B,Blocked,Low,Yuvaan Korpal,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/33.0.855.0 Mobile/31O850 Safari/535.1",Segment A,Bihar,Unknown,Unknown,Unknown,Server,135.156.79.132,193.52.56.94
2022,December,22,9730,45536,ICMP,953,Data,FTP,IoC Detected,99.08,Unknown,Malware,Known Pattern B,Blocked,Medium,Gatik Manda,Opera/8.66.(Windows NT 5.1; fa-IR) Presto/2.9.165 Version/10.00,Segment B,Kerala,21.221.117.200,Log Data,Alert Data,Server,199.27.147.211,32.86.88.147
2023,May,1,59431,23509,ICMP,1262,Data,FTP,IoC Detected,11.25,Unknown,Intrusion,Known Pattern B,Blocked,High,Anvi Banerjee,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/3.1),Segment A,Uttar Pradesh,Unknown,Unknown,Unknown,Firewall,219.192.116.109,25.85.23.187
2021,July,22,8199,3884,TCP,1022,Control,DNS,IoC Detected,1.85,Unknown,Malware,Known Pattern A,Blocked,High,Amani Borra,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/5.0),Segment B,Rajasthan,205.176.96.9,Unknown,Unknown,Firewall,157.4.115.72,104.60.28.153
2022,January,22,7224,25335,UDP,1050,Control,DNS,IoC Detected,15.21,Unknown,Intrusion,Known Pattern A,Ignored,Medium,Advik Bera,Opera/8.95.(Windows NT 5.0; mt-MT) Presto/2.9.179 Version/10.00,Segment B,Odisha,Unknown,Log Data,Unknown,Server,120.16.91.29,103.228.182.64
2023,May,6,3336,59817,UDP,879,Data,HTTP,IoC Detected,38.55,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Trisha Som,Opera/8.84.(X11; Linux x86_64; yi-US) Presto/2.9.169 Version/12.00,Segment B,Tamil Nadu,Unknown,Unknown,Unknown,Server,98.153.237.167,219.8.215.170
2021,November,11,20287,64932,TCP,1416,Data,HTTP,Unknown,66.92,Alert Triggered,Malware,Known Pattern A,Logged,High,Aarush Banerjee,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/49.0.876.0 Mobile/61I805 Safari/535.1",Segment C,Arunachal Pradesh,Unknown,Log Data,Unknown,Firewall,55.42.146.188,119.195.175.197
2022,December,20,63627,21588,TCP,696,Data,HTTP,IoC Detected,51.98,Unknown,DDoS,Known Pattern B,Ignored,Low,Vaibhav Sem,Mozilla/5.0 (Windows NT 4.0; sr-RS; rv:1.9.1.20) Gecko/5092-02-01 14:02:50 Firefox/3.6.8,Segment A,Meghalaya,64.20.209.140,Unknown,Unknown,Server,77.141.248.23,116.125.106.169
2022,December,11,56873,50006,ICMP,1040,Data,DNS,IoC Detected,50.04,Unknown,DDoS,Known Pattern A,Blocked,Low,Diya Choudhury,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/534.24.5 (KHTML, like Gecko) Version/4.1 Safari/534.24.5",Segment C,Meghalaya,198.242.39.91,Unknown,Alert Data,Firewall,153.214.48.43,30.177.14.126
2023,January,15,42866,42622,ICMP,215,Data,FTP,Unknown,73.57,Unknown,Malware,Known Pattern B,Blocked,Low,Lagan Agarwal,Opera/9.74.(X11; Linux x86_64; kl-GL) Presto/2.9.170 Version/10.00,Segment B,Tamil Nadu,155.210.168.233,Log Data,Alert Data,Firewall,77.193.63.237,141.186.67.159
2021,April,8,53147,48762,TCP,119,Control,DNS,IoC Detected,79.76,Unknown,DDoS,Known Pattern A,Blocked,Medium,Siya Sachar,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.0),Segment A,Punjab,173.218.181.181,Unknown,Alert Data,Server,162.98.224.245,187.74.77.25
2022,November,10,4239,14546,ICMP,887,Control,HTTP,Unknown,46.57,Alert Triggered,Malware,Known Pattern A,Blocked,Low,Pari Dutt,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; nr-ZA) AppleWebKit/535.5.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6535.5.7",Segment C,Tamil Nadu,Unknown,Log Data,Unknown,Firewall,27.165.42.109,130.198.185.221
2023,September,15,39165,41730,UDP,1258,Data,FTP,IoC Detected,0.35,Unknown,Intrusion,Known Pattern B,Ignored,Low,Yashvi Saxena,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_6; rv:1.9.2.20) Gecko/5632-02-25 14:09:23 Firefox/3.8,Segment C,Uttar Pradesh,Unknown,Unknown,Unknown,Server,11.12.141.189,203.45.211.14
2020,August,22,29746,49928,TCP,510,Data,HTTP,IoC Detected,4.13,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Purab Khatri,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/12.6h4583.0 Mobile/61D285 Safari/535.2",Segment C,Manipur,179.63.80.70,Unknown,Alert Data,Server,80.33.158.240,53.241.78.39
2020,October,24,10630,29687,TCP,712,Data,DNS,Unknown,22.6,Unknown,DDoS,Known Pattern A,Logged,High,Vidur Banerjee,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/13.4y2516.0 Mobile/06H216 Safari/532.0",Segment A,Punjab,6.137.242.161,Log Data,Alert Data,Firewall,111.247.234.64,205.144.135.82
2020,January,21,55185,64077,ICMP,811,Control,FTP,Unknown,47.28,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Riaan Gill,"Mozilla/5.0 (Windows CE) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/49.0.821.0 Safari/531.2",Segment C,Andhra Pradesh,Unknown,Log Data,Alert Data,Firewall,110.78.63.189,137.80.191.179
2022,April,18,13613,56519,TCP,685,Control,FTP,IoC Detected,92.95,Unknown,DDoS,Known Pattern B,Blocked,Medium,Inaaya  Viswanathan,"Mozilla/5.0 (Windows 98) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/54.0.890.0 Safari/534.1",Segment B,Punjab,Unknown,Log Data,Alert Data,Firewall,155.191.99.35,94.225.49.84
2020,August,30,28755,51692,TCP,885,Data,DNS,IoC Detected,92.62,Unknown,DDoS,Known Pattern B,Logged,Low,Kiara Banik,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/533.3.2 (KHTML, like Gecko) Version/5.1 Safari/533.3.2",Segment B,Tamil Nadu,142.94.43.158,Log Data,Unknown,Firewall,135.85.210.158,75.185.141.119
2022,December,30,52135,33508,UDP,444,Control,DNS,Unknown,51.7,Unknown,DDoS,Known Pattern B,Logged,Medium,Hazel Chacko,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/15.0.853.0 Mobile/67U518 Safari/531.1",Segment C,Jharkhand,9.153.220.147,Unknown,Alert Data,Server,150.215.30.181,214.107.52.166
2022,December,9,63377,10207,UDP,517,Data,FTP,IoC Detected,55.26,Unknown,Intrusion,Known Pattern A,Blocked,Low,Ishita Varty,Opera/8.49.(Windows 98; rw-RW) Presto/2.9.165 Version/12.00,Segment A,Chhattisgarh,Unknown,Unknown,Alert Data,Firewall,13.137.119.223,210.132.61.146
2023,January,1,44975,25759,ICMP,1193,Data,HTTP,IoC Detected,83.03,Unknown,DDoS,Known Pattern A,Blocked,Low,Madhav Upadhyay,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; lij-IT) AppleWebKit/533.26.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6533.26.4",Segment C,Jharkhand,215.21.4.219,Unknown,Alert Data,Firewall,144.56.222.251,148.26.29.133
2020,March,10,10810,24948,ICMP,824,Data,FTP,IoC Detected,98.67,Unknown,DDoS,Known Pattern B,Logged,High,Vritika Chacko,Opera/9.58.(X11; Linux x86_64; ms-MY) Presto/2.9.175 Version/12.00,Segment C,Assam,146.19.76.33,Log Data,Unknown,Firewall,81.54.250.94,7.119.17.142
2023,January,1,32893,6975,ICMP,1112,Control,DNS,IoC Detected,43.5,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Faiyaz Karnik,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/534.42.4 (KHTML, like Gecko) Version/4.0.5 Safari/534.42.4",Segment B,Arunachal Pradesh,113.199.178.219,Unknown,Unknown,Firewall,42.157.106.39,73.87.7.157
2023,August,10,60421,21564,ICMP,904,Control,DNS,Unknown,83.14,Alert Triggered,Malware,Known Pattern B,Blocked,High,Piya Devan,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/60.0.813.0 Mobile/68R150 Safari/534.0",Segment C,Jharkhand,Unknown,Log Data,Unknown,Server,217.147.185.171,175.92.223.203
2021,December,26,60666,48292,TCP,352,Data,HTTP,IoC Detected,77.13,Unknown,Intrusion,Known Pattern A,Ignored,Low,Hansh Bir,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/62.0.814.0 Safari/535.1",Segment C,Andhra Pradesh,Unknown,Log Data,Unknown,Server,15.172.77.136,73.102.133.167
2023,May,27,47231,60994,TCP,1141,Data,DNS,IoC Detected,94.49,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Kabir Kadakia,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; bem-ZM) AppleWebKit/532.22.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6532.22.6",Segment C,Odisha,Unknown,Log Data,Unknown,Server,80.102.127.236,52.191.114.138
2023,April,22,65194,3219,UDP,1158,Data,DNS,Unknown,83.83,Unknown,Malware,Known Pattern A,Blocked,Low,Vihaan Kapoor,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; sd-IN) AppleWebKit/531.29.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6531.29.7",Segment C,Kerala,178.24.105.118,Log Data,Unknown,Server,194.166.175.250,107.227.8.45
2020,December,12,45039,62820,ICMP,582,Data,HTTP,Unknown,44.0,Unknown,DDoS,Known Pattern A,Ignored,High,Darshit Kapur,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_4; rv:1.9.4.20) Gecko/8100-07-22 09:17:02 Firefox/6.0,Segment A,Jharkhand,Unknown,Log Data,Unknown,Server,133.74.236.103,213.111.247.192
2022,February,18,54355,14387,TCP,450,Control,FTP,IoC Detected,59.34,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Prisha Balasubramanian,"Mozilla/5.0 (Linux; Android 2.3.4) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/45.0.806.0 Safari/534.1",Segment B,Telangana,88.167.2.245,Log Data,Alert Data,Firewall,47.250.120.5,122.148.119.102
2022,May,29,22899,15383,UDP,1388,Control,DNS,IoC Detected,48.96,Unknown,Intrusion,Known Pattern B,Blocked,Low,Vanya Saran,Opera/9.80.(Windows NT 6.0; gl-ES) Presto/2.9.190 Version/10.00,Segment C,Telangana,Unknown,Unknown,Unknown,Server,163.210.21.220,207.253.135.0
2020,March,11,27846,1262,ICMP,1141,Data,DNS,IoC Detected,45.44,Unknown,DDoS,Known Pattern B,Blocked,Medium,Ahana  Agate,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/4.1),Segment C,Tripura,8.144.49.82,Unknown,Unknown,Firewall,118.139.216.193,162.113.173.18
2020,July,16,42777,21109,TCP,504,Control,DNS,IoC Detected,75.3,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Nishith Kunda,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/45.0.879.0 Safari/534.2",Segment A,Punjab,59.73.24.182,Log Data,Alert Data,Firewall,132.25.247.186,41.185.24.111
2023,October,6,38440,10176,ICMP,864,Data,FTP,Unknown,26.08,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Ehsaan Goda,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/4284-06-30 16:48:33 Firefox/3.8,Segment A,Assam,223.197.212.106,Log Data,Unknown,Firewall,156.169.144.117,59.115.179.239
2023,July,9,48351,14143,TCP,266,Control,FTP,Unknown,72.92,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Hrishita Warrior,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; nl-NL) AppleWebKit/532.21.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6532.21.2",Segment A,Mizoram,18.134.40.200,Log Data,Alert Data,Firewall,185.222.53.91,96.222.87.182
2020,January,7,25762,17505,UDP,373,Data,DNS,IoC Detected,59.73,Unknown,DDoS,Known Pattern B,Blocked,Medium,Badal Chadha,Opera/9.42.(X11; Linux i686; mg-MG) Presto/2.9.189 Version/12.00,Segment C,Kerala,Unknown,Log Data,Unknown,Server,176.139.14.231,165.202.226.241
2020,May,4,56941,22916,ICMP,598,Control,DNS,IoC Detected,55.46,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Vaibhav Mahal,Opera/9.24.(X11; Linux i686; bhb-IN) Presto/2.9.189 Version/12.00,Segment A,Arunachal Pradesh,Unknown,Unknown,Alert Data,Server,57.57.111.120,185.127.222.153
2022,July,23,54063,16508,ICMP,107,Control,HTTP,IoC Detected,25.49,Unknown,Malware,Known Pattern A,Logged,Low,Shamik Chaudhary,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/16.5x8957.0 Mobile/27C647 Safari/535.2",Segment A,Rajasthan,181.221.201.53,Unknown,Alert Data,Server,121.65.34.40,216.169.194.28
2021,October,20,53380,57274,TCP,1463,Data,DNS,IoC Detected,17.01,Alert Triggered,Malware,Known Pattern A,Ignored,High,Bhamini Karpe,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; ur-PK) AppleWebKit/531.5.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6531.5.2",Segment C,Madhya Pradesh,Unknown,Unknown,Alert Data,Server,216.224.63.172,96.35.139.160
2020,March,20,46240,22801,TCP,126,Control,DNS,Unknown,66.47,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Damini Dalal,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/4.0),Segment C,Odisha,93.216.58.167,Unknown,Unknown,Server,113.153.182.197,205.40.22.169
2023,March,14,12051,47123,TCP,1141,Control,DNS,Unknown,28.43,Unknown,Intrusion,Known Pattern B,Blocked,Low,Bhavin Khosla,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.1),Segment C,Karnataka,Unknown,Unknown,Alert Data,Firewall,18.255.230.1,21.225.88.242
2021,March,27,62845,3826,ICMP,1279,Control,DNS,Unknown,80.75,Unknown,Intrusion,Known Pattern A,Logged,High,Jivin Dada,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/48.0.824.0 Mobile/24B975 Safari/532.1",Segment C,Uttar Pradesh,Unknown,Log Data,Alert Data,Server,72.209.246.133,121.59.190.67
2021,May,26,12924,61444,UDP,135,Control,FTP,Unknown,2.24,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Tara Warrior,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_1; rv:1.9.5.20) Gecko/8571-03-26 07:31:13 Firefox/13.0,Segment B,Chhattisgarh,Unknown,Log Data,Unknown,Firewall,214.164.202.9,87.217.63.86
2020,January,21,17161,48753,ICMP,643,Data,FTP,IoC Detected,67.48,Unknown,Malware,Known Pattern A,Ignored,High,Tejas Bhavsar,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/3.1),Segment B,Karnataka,Unknown,Unknown,Alert Data,Server,222.128.55.73,196.165.132.121
2021,September,18,65342,8323,TCP,435,Control,DNS,IoC Detected,89.95,Alert Triggered,Malware,Known Pattern B,Logged,Low,Saksham Chaudhuri,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/43.0.885.0 Mobile/33L377 Safari/532.0",Segment B,Andhra Pradesh,Unknown,Unknown,Alert Data,Server,124.188.92.133,121.74.211.181
2022,May,25,17851,14445,UDP,376,Control,HTTP,Unknown,13.08,Alert Triggered,DDoS,Known Pattern B,Logged,High,Vedika Suresh,Mozilla/5.0 (Android 3.2.1; Mobile; rv:45.0) Gecko/45.0 Firefox/45.0,Segment C,Karnataka,Unknown,Log Data,Alert Data,Firewall,103.61.220.191,68.176.55.25
2022,December,25,37999,64942,TCP,109,Control,FTP,Unknown,2.82,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Reyansh Ganesan,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_9; rv:1.9.3.20) Gecko/2195-01-10 07:59:23 Firefox/4.0,Segment A,Meghalaya,Unknown,Log Data,Unknown,Firewall,22.207.210.101,133.211.82.242
2021,February,21,6311,4702,UDP,140,Control,HTTP,Unknown,19.93,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Stuvan Kale,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/532.33.1 (KHTML, like Gecko) Version/4.0.3 Safari/532.33.1",Segment B,Assam,Unknown,Log Data,Unknown,Firewall,220.245.68.61,143.133.224.179
2020,October,11,38839,7085,UDP,1205,Control,DNS,IoC Detected,82.99,Unknown,Intrusion,Known Pattern B,Logged,Low,Rania Bawa,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/4.0),Segment B,Mizoram,Unknown,Unknown,Alert Data,Firewall,3.204.138.208,32.240.175.150
2020,February,19,52487,13551,UDP,1470,Data,DNS,IoC Detected,42.01,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Diya Bora,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/31.0.889.0 Mobile/89F173 Safari/535.0",Segment B,Mizoram,Unknown,Log Data,Unknown,Server,3.202.144.40,219.158.64.118
2023,April,29,38203,4776,UDP,733,Control,DNS,IoC Detected,54.46,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Sara Krishnan,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/55.0.890.0 Safari/532.1",Segment B,Punjab,170.204.240.219,Unknown,Alert Data,Server,83.102.233.189,125.173.235.188
2023,May,3,8987,7840,ICMP,382,Control,DNS,Unknown,95.42,Unknown,DDoS,Known Pattern B,Blocked,Low,Jivin Srinivasan,Opera/8.87.(X11; Linux x86_64; csb-PL) Presto/2.9.162 Version/10.00,Segment A,Meghalaya,Unknown,Unknown,Unknown,Firewall,134.75.217.252,190.150.105.79
2020,February,16,48862,27383,TCP,515,Data,FTP,Unknown,36.4,Unknown,DDoS,Known Pattern A,Ignored,Low,Ryan Varma,Opera/9.32.(Windows CE; as-IN) Presto/2.9.175 Version/10.00,Segment A,West Bengal,Unknown,Log Data,Alert Data,Server,80.177.98.253,190.123.119.169
2021,May,16,32571,52863,TCP,172,Control,HTTP,Unknown,76.8,Alert Triggered,Malware,Known Pattern B,Blocked,High,Jayant Kakar,"Mozilla/5.0 (Linux; Android 2.3.6) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/38.0.810.0 Safari/533.1",Segment C,Madhya Pradesh,Unknown,Log Data,Unknown,Firewall,107.41.119.121,181.149.180.11
2022,May,1,25558,5730,ICMP,1212,Data,DNS,IoC Detected,4.11,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Sara Raju,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/11.9p0811.0 Mobile/31W057 Safari/534.2",Segment B,Bihar,49.98.4.110,Unknown,Alert Data,Server,33.177.143.254,179.158.106.171
